split,world_file,seed,difficulty,scenario,structured_blocker_count,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,straight_distance_m,astar_path_length_m,path_stretch_ratio,start_x,start_y,start_yaw,goal_x,goal_y,curriculum_origin
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100061.yaml,1100061,medium,double_block,2,16,4,20,True,5.4203,6.8341,1.2608,-1.430453,2.857172,-0.366111,3.590892,0.816163,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100188.yaml,1100188,hard,double_block,2,18,4,22,True,7.0327,8.7153,1.2393,3.085142,1.309839,-2.555331,-2.642344,-2.771175,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100222.yaml,1100222,easy,direct_block,1,14,4,18,True,4.6608,5.4651,1.1726,1.46356,-2.760223,1.355085,2.566056,1.768337,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300245.yaml,300245,hard,double_block,2,11,4,15,True,5.3223,6.6684,1.2529,1.811544,1.360747,2.708255,-2.818519,3.985489,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300442.yaml,300442,medium,direct_block,1,6,4,10,True,6.6667,7.7004,1.1551,-3.439389,-2.500143,1.54263,-2.94084,4.147867,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300303.yaml,300303,easy,clear,0,5,4,9,False,5.7715,6.2135,1.0766,2.702937,0.008734,-2.658019,-2.431505,-2.627178,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100073.yaml,1100073,medium,double_block,2,16,4,20,True,5.5357,6.9108,1.2484,2.826768,-2.500148,1.989818,0.216792,2.381604,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300317.yaml,300317,hard,double_block,2,10,4,14,True,7.2124,8.6078,1.1935,-3.952848,-4.216404,0.652083,2.213321,-0.475218,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100184.yaml,1100184,medium,double_block,2,17,4,21,True,6.38,8.3963,1.316,1.072577,3.662427,-1.922214,-0.661525,-2.477428,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100231.yaml,1100231,easy,clear,0,14,4,18,False,5.6674,6.0308,1.0641,2.186239,1.025202,-3.000534,-3.382616,-0.027158,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300320.yaml,300320,hard,double_block,2,10,4,14,True,4.7017,6.249,1.3291,-3.188457,3.524792,-1.01564,-0.650338,-0.432942,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300266.yaml,300266,hard,direct_block,1,12,4,16,True,6.9613,8.0867,1.1617,-3.943967,2.225207,-0.687221,1.84248,-1.644813,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300029.yaml,300029,hard,double_block,2,14,4,18,True,5.1819,8.2902,1.5998,-1.060901,2.550226,-1.227911,0.67107,-2.333685,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300396.yaml,300396,easy,double_block,2,4,4,8,True,4.9065,6.0227,1.2275,0.291193,-4.127882,2.252603,-2.989328,-0.47935,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100097.yaml,1100097,medium,double_block,2,16,4,20,True,8.5443,9.8249,1.1499,3.639038,-3.869296,2.077177,-0.963911,3.329194,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100158.yaml,1100158,hard,direct_block,1,19,4,23,True,5.3567,6.3622,1.1877,2.620647,-2.568192,3.138925,-2.735973,-2.593791,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100167.yaml,1100167,hard,clear,0,18,4,22,False,5.0775,5.1531,1.0149,-1.311139,3.304729,-1.618568,-1.381725,-1.77226,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300042.yaml,300042,easy,direct_block,1,3,4,7,True,7.3259,7.9541,1.0858,-3.038621,-3.569561,0.430416,3.824323,-1.006692,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100016.yaml,1100016,medium,double_block,2,17,4,21,True,7.6417,8.6718,1.1348,3.05858,-4.20271,2.495343,-3.270102,0.080126,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300058.yaml,300058,medium,direct_block,1,6,4,10,True,5.0637,5.8216,1.1497,3.455348,2.759347,-1.829334,2.506817,-2.214697,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300232.yaml,300232,medium,double_block,2,9,4,13,True,4.9038,6.2845,1.2816,3.903191,-2.312171,2.804321,-0.505509,-0.164893,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300434.yaml,300434,hard,direct_block,1,10,4,14,True,4.8152,5.9839,1.2427,2.978448,0.966137,3.120215,-1.780326,1.700832,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300229.yaml,300229,medium,double_block,2,6,4,10,True,8.1906,9.5016,1.1601,-2.389461,-4.103256,1.592891,-2.979923,4.065994,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100091.yaml,1100091,medium,clear,0,18,4,22,False,5.4028,5.849,1.0826,-1.871646,-2.312593,0.231327,3.234096,-0.545763,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300199.yaml,300199,medium,clear,0,9,4,13,False,6.529,7.0822,1.0847,0.793563,-2.091403,1.155302,2.624133,4.17569,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100092.yaml,1100092,hard,double_block,2,18,4,22,True,5.0305,7.3771,1.4665,-3.193383,-1.500715,0.459827,1.35454,0.649351,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100198.yaml,1100198,easy,direct_block,1,14,4,18,True,5.3705,6.2216,1.1585,2.25907,-0.96433,-2.556227,-2.127203,-4.063217,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300162.yaml,300162,easy,direct_block,1,5,4,9,True,4.5366,5.289,1.1659,0.183277,2.577442,-1.519261,0.346125,-1.956233,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100136.yaml,1100136,medium,double_block,2,18,4,22,True,5.4858,6.5245,1.1893,1.918055,-0.206882,2.684886,-3.17517,1.83105,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300216.yaml,300216,easy,double_block,2,4,4,8,True,5.5775,6.3096,1.1313,3.049363,2.993162,-1.508449,3.825138,-2.530096,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100183.yaml,1100183,easy,clear,0,14,4,18,False,4.7178,4.8455,1.0271,-1.773113,-3.44156,0.688772,1.754273,-0.308582,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300250.yaml,300250,medium,direct_block,1,7,4,11,True,4.7998,5.6171,1.1703,2.32183,3.005892,-1.974917,0.464682,-1.420098,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100129.yaml,1100129,easy,double_block,2,14,4,18,True,7.7485,9.0855,1.1725,1.04151,3.093264,-2.374979,-3.785197,-2.968314,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100061.yaml,1100061,medium,double_block,2,16,4,20,True,5.4203,6.8341,1.2608,-1.430453,2.857172,-0.366111,3.590892,0.816163,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300026.yaml,300026,hard,direct_block,1,12,4,16,True,6.4981,9.1025,1.4008,1.687163,-4.182527,1.98101,-1.033548,1.718623,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100002.yaml,1100002,hard,direct_block,1,18,4,22,True,6.3653,10.402,1.6342,-2.14741,-2.309576,1.770733,-2.833383,4.018682,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100123.yaml,1100123,easy,clear,0,16,4,20,False,5.3502,5.7633,1.0772,-1.490129,-1.126484,0.29432,3.691607,0.205697,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300401.yaml,300401,hard,double_block,2,14,4,18,True,4.5814,6.1633,1.3453,-2.826949,-0.077764,0.098357,1.754141,-0.025314,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300376.yaml,300376,medium,double_block,2,9,4,13,True,5.6758,6.6878,1.1783,3.152727,2.518584,-3.039894,-2.522914,2.564029,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100005.yaml,1100005,hard,double_block,2,20,4,24,True,6.8308,8.1998,1.2004,3.239233,-0.025235,3.043487,-3.516675,0.983771,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100220.yaml,1100220,medium,double_block,2,18,4,22,True,7.1789,10.57,1.4724,-3.092848,1.175912,0.454853,3.623736,3.710573,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100141.yaml,1100141,easy,double_block,2,16,4,20,True,5.9353,7.2616,1.2235,3.027588,-1.064694,2.522617,-2.224104,1.700709,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300400.yaml,300400,medium,double_block,2,8,4,12,True,8.4501,9.6706,1.1444,-3.715244,3.828842,-0.773911,1.710823,-2.648914,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300283.yaml,300283,medium,clear,0,9,4,13,False,6.065,6.1231,1.0096,3.256339,0.988545,-2.433696,-1.147459,-3.181687,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100020.yaml,1100020,hard,double_block,2,19,4,23,True,6.4894,8.0867,1.2461,-3.714313,-1.607582,-0.154692,2.657459,-2.837499,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100001.yaml,1100001,medium,double_block,2,16,4,20,True,6.1369,8.9553,1.4593,1.701273,3.096331,-2.571645,-3.226187,-0.56175,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300392.yaml,300392,hard,double_block,2,12,4,16,True,4.7387,6.2022,1.3088,-3.191597,2.280619,-0.580908,1.010483,0.090192,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100037.yaml,1100037,medium,double_block,2,18,4,22,True,5.0849,7.8467,1.5431,-0.640977,1.297093,-1.705891,-1.572466,-3.701802,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100031.yaml,1100031,medium,clear,0,17,4,21,False,4.533,4.712,1.0395,-1.51758,-0.675815,0.148859,2.978099,-0.095598,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300115.yaml,300115,medium,clear,0,8,4,12,False,5.7427,6.1998,1.0796,2.821348,-2.256033,2.510089,-2.219249,0.49555,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100207.yaml,1100207,easy,clear,0,16,4,20,False,4.616,4.9359,1.0693,-3.765328,-4.224218,1.091593,-2.092898,0.07814,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100063.yaml,1100063,easy,clear,0,15,4,19,False,6.485,6.6457,1.0248,2.260905,2.788352,-1.579904,1.898342,-3.686481,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300363.yaml,300363,easy,clear,0,4,4,8,False,4.574,4.9278,1.0774,-3.009576,2.778063,-1.067911,-0.780358,-1.215907,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300081.yaml,300081,easy,double_block,2,4,4,8,True,6.3823,7.2502,1.136,4.17009,1.860809,2.945227,-1.933059,3.727606,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300386.yaml,300386,hard,direct_block,1,12,4,16,True,5.0867,11.4604,2.253,-4.094212,2.217938,-1.258433,-2.791234,-2.699095,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100236.yaml,1100236,hard,double_block,2,20,4,24,True,8.2132,11.5963,1.4119,3.918122,-2.670243,-3.123993,-4.207424,-3.866912,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100044.yaml,1100044,hard,double_block,2,20,4,24,True,5.1,6.4776,1.2701,0.009877,-1.161884,2.029618,-2.681295,3.170249,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100092.yaml,1100092,hard,double_block,2,18,4,22,True,5.0305,7.3771,1.4665,-3.193383,-1.500715,0.459827,1.35454,0.649351,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300027.yaml,300027,easy,clear,0,5,4,9,False,5.9484,6.1643,1.0363,3.471245,4.222501,-2.505389,-1.157056,0.485919,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300370.yaml,300370,medium,direct_block,1,6,4,10,True,5.5382,6.2353,1.1259,2.315556,-2.032815,2.719639,-2.622758,0.474199,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300192.yaml,300192,easy,double_block,2,3,4,7,True,4.5569,5.6502,1.2399,2.198591,1.307087,-1.644993,1.646415,-3.216276,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300190.yaml,300190,medium,direct_block,1,7,4,11,True,4.5094,5.3278,1.1815,2.278976,-0.94117,-2.8409,-2.096545,-2.031787,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300281.yaml,300281,hard,double_block,2,11,4,15,True,6.7746,8.0147,1.1831,-3.310866,3.680121,-0.15299,3.416839,2.884656,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100169.yaml,1100169,medium,double_block,2,16,4,20,True,5.8693,7.6833,1.3091,-3.903826,-2.28641,1.404873,-3.352007,3.556898,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100125.yaml,1100125,hard,double_block,2,20,4,24,True,6.6265,13.3231,2.0106,-3.902102,-0.079118,0.667219,1.471372,3.798488,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300012.yaml,300012,easy,double_block,2,5,4,9,True,6.1369,7.2947,1.1887,-3.173361,-3.90972,0.722001,1.561122,-0.00506,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100039.yaml,1100039,easy,clear,0,16,4,20,False,4.9746,5.0718,1.0195,-1.885034,-2.920813,0.752111,1.457802,0.763271,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300085.yaml,300085,medium,double_block,2,7,4,11,True,5.6257,7.6261,1.3556,3.106055,-0.482938,2.976326,-2.355746,0.865207,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300044.yaml,300044,hard,double_block,2,14,4,18,True,5.031,6.6627,1.3243,3.541367,1.347357,-1.871635,2.686285,-3.610421,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300327.yaml,300327,easy,clear,0,4,4,8,False,5.0558,5.4547,1.0789,-1.582746,-0.498711,0.418171,2.999248,1.638315,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300189.yaml,300189,easy,double_block,2,3,4,7,True,4.5927,5.8045,1.2638,-1.41237,-0.429421,0.725596,2.392812,2.142311,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300353.yaml,300353,hard,double_block,2,10,4,14,True,7.4935,9.209,1.2289,3.894108,0.343303,2.790481,-2.928447,3.442522,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300207.yaml,300207,easy,clear,0,3,4,7,False,5.5095,5.672,1.0295,4.044671,-3.732312,-3.11997,-1.437882,-3.188166,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300405.yaml,300405,easy,double_block,2,4,4,8,True,5.5883,6.3896,1.1434,2.694858,2.802942,3.017794,-2.879941,3.191451,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300371.yaml,300371,hard,clear,0,14,4,18,False,5.8494,6.2192,1.0632,3.014673,1.882389,-2.721277,-1.993959,-1.139002,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100146.yaml,1100146,hard,direct_block,1,20,4,24,True,8.2361,10.0067,1.215,-2.733375,2.249048,-0.727422,3.797705,-2.768833,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300430.yaml,300430,medium,direct_block,1,8,4,12,True,6.4955,7.369,1.1345,-2.003791,-3.10571,1.588849,-2.172165,3.387613,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100026.yaml,1100026,hard,direct_block,1,19,4,23,True,6.7467,10.2684,1.522,3.882281,-1.751413,-3.093346,-2.826042,-2.469786,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100036.yaml,1100036,easy,double_block,2,15,4,19,True,7.6482,9.2365,1.2077,3.619725,3.407439,-3.105638,-3.994956,2.692603,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300024.yaml,300024,easy,double_block,2,5,4,9,True,8.2045,9.0798,1.1067,-0.892852,4.050463,-1.872915,-4.0108,-3.538463,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300071.yaml,300071,hard,clear,0,13,4,17,False,4.6605,4.9633,1.065,3.433915,-1.963352,2.860535,-1.013901,-0.571525,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300307.yaml,300307,medium,clear,0,6,4,10,False,6.0568,6.5416,1.08,-1.009945,-3.000093,1.348868,1.083556,2.683439,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300238.yaml,300238,medium,direct_block,1,6,4,10,True,5.5423,6.6353,1.1972,-0.28096,0.734011,-0.960356,2.817651,-3.861201,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100015.yaml,1100015,easy,clear,0,14,4,18,False,5.9485,6.1506,1.034,-2.377981,1.462221,-0.984423,1.454606,-3.087008,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300359.yaml,300359,hard,clear,0,10,4,14,False,4.5711,4.9496,1.0828,2.57554,2.53311,-2.005431,1.045584,-1.774398,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300184.yaml,300184,medium,double_block,2,6,4,10,True,5.1536,6.641,1.2886,-0.742352,-3.890786,1.940131,-2.177538,1.058968,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100064.yaml,1100064,medium,double_block,2,17,4,21,True,7.6592,8.8455,1.1549,4.114634,2.77442,-2.522191,-2.336012,-1.355065,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300007.yaml,300007,medium,clear,0,7,4,11,False,5.4294,5.4731,1.0081,-3.990625,-1.587321,1.496425,-4.008752,3.842022,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300032.yaml,300032,hard,double_block,2,10,4,14,True,5.522,6.9714,1.2625,-1.986578,-2.008566,0.536108,2.973868,0.417735,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300289.yaml,300289,medium,double_block,2,9,4,13,True,6.9863,8.1359,1.1645,0.243106,-3.724881,1.097794,3.020296,2.685717,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300187.yaml,300187,medium,clear,0,9,4,13,False,5.0177,5.2318,1.0427,2.161473,-0.227691,-2.375802,-1.620629,-3.525113,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300130.yaml,300130,medium,direct_block,1,6,4,10,True,5.7799,6.4914,1.1231,-1.606356,-2.476793,1.814494,-2.716446,3.195543,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100133.yaml,1100133,medium,double_block,2,16,4,20,True,4.9636,6.6765,1.3451,3.436906,-0.821604,2.620523,-0.59674,2.070974,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100199.yaml,1100199,medium,clear,0,16,4,20,False,4.7692,5.0708,1.0632,4.106457,-4.1121,3.011476,-0.557888,-3.117411,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100016.yaml,1100016,medium,double_block,2,17,4,21,True,7.6417,8.6718,1.1348,3.05858,-4.20271,2.495343,-3.270102,0.080126,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100236.yaml,1100236,hard,double_block,2,20,4,24,True,8.2132,11.5963,1.4119,3.918122,-2.670243,-3.123993,-4.207424,-3.866912,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300061.yaml,300061,medium,double_block,2,6,4,10,True,4.7669,6.2765,1.3167,3.805869,3.36133,-1.561784,4.044949,-1.399561,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300432.yaml,300432,easy,double_block,2,4,4,8,True,6.7245,7.8935,1.1738,2.562015,-2.618233,2.13716,-1.759468,2.53383,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100225.yaml,1100225,easy,double_block,2,14,4,18,True,6.3725,8.7849,1.3786,3.81769,3.314344,-1.631038,4.008905,-3.055257,dense_failed
