split,world_file,seed,difficulty,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,astar_path_length_m,start_x,start_y,start_yaw,goal_x,goal_y,scenario,straight_distance_m,path_stretch_ratio,structured_blocker_count,source_dataset,source_split,source_repetition,training_weight
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300360.yaml,300360,easy,4,4,8,True,6.0478,0.646691,1.068411,2.777435,-4.218037,2.454784,double_block,5.0584,1.1956,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000082.yaml,82,medium,6,4,10,False,5.9953,-2.897245,-2.082428,-0.178684,2.288573,-4.059666,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000215.yaml,215,hard,8,4,12,True,5.0765,0.380008,-1.772748,1.423077,-4.078617,-3.352366,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300109.yaml,300109,medium,7,4,11,True,7.841,2.38579,2.585567,-1.483158,2.582887,-4.243809,double_block,6.8322,1.1476,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000160.yaml,160,medium,5,4,9,True,5.4684,-0.063087,3.544982,-3.050798,-2.499169,-0.614758,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000152.yaml,152,hard,11,4,15,True,3.7851,-1.027492,-2.608452,-2.366887,-3.598093,-4.199541,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000098.yaml,98,hard,5,4,9,True,5.0376,3.48613,-0.870418,2.172036,1.323749,2.61065,direct_block,4.098,1.2293,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300219.yaml,300219,easy,3,4,7,False,7.1508,-0.657347,2.737545,-1.767576,-1.714695,-3.971646,clear,6.792,1.0528,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000117.yaml,117,easy,1,4,5,True,6.9198,-2.708027,-2.466818,0.52029,2.916271,0.497666,direct_block,6.3577,1.0884,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000131.yaml,131,hard,10,4,14,True,6.3347,0.069589,-0.93177,-2.367582,-4.20238,2.428311,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000218.yaml,218,hard,10,4,14,True,5.2033,2.288419,0.875333,2.768021,-1.492981,3.092206,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000256.yaml,256,medium,8,4,12,True,3.9896,-1.165797,2.673138,3.090293,-0.372305,-0.586772,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000281.yaml,281,hard,8,4,12,True,4.6959,-3.331458,-0.488244,2.861884,0.060982,-2.185812,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000095.yaml,95,hard,6,4,10,False,4.1131,-3.159257,-0.051223,-1.620032,-3.064246,-4.140651,clear,4.0905,1.0055,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000144.yaml,144,easy,2,4,6,True,7.5759,-3.950111,-3.557163,0.090379,2.939112,-2.807448,direct_block,6.9299,1.0932,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000066.yaml,66,easy,2,4,6,False,6.2159,3.686941,2.496498,1.780012,-1.791842,4.162399,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000174.yaml,174,easy,2,4,6,False,6.3508,1.718609,1.438591,-2.411015,-4.206655,2.428574,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000070.yaml,70,medium,5,4,9,True,5.2365,-0.352925,-3.163679,1.092894,4.307028,-3.004597,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300307.yaml,300307,medium,6,4,10,False,6.5416,-1.009945,-3.000093,1.348868,1.083556,2.683439,clear,6.0568,1.08,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000046.yaml,46,medium,5,4,9,True,5.129,0.770996,3.130144,0.526094,-2.361709,0.13674,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000164.yaml,164,hard,8,4,12,True,5.6171,4.300053,-2.12788,-2.602688,-0.091833,-1.005866,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000017.yaml,17,hard,12,4,16,True,3.8102,-1.710216,-1.169076,0.252492,-2.830212,1.78474,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300306.yaml,300306,easy,3,4,7,True,9.0306,-4.088384,1.408548,-0.796558,1.733037,-4.030475,direct_block,7.9669,1.1335,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_clear_seed_000003.yaml,3,easy,1,4,5,False,4.1198,0.787448,-3.141406,0.829978,3.535531,-0.220545,clear,4.0104,1.0273,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000181.yaml,181,medium,5,4,9,True,6.7655,-2.336114,-0.380055,2.791652,2.915384,-3.759744,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000210.yaml,210,easy,2,4,6,True,7.9896,-4.189831,3.753609,0.022353,3.185547,3.674338,direct_block,7.3758,1.0832,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300135.yaml,300135,easy,3,4,7,False,6.1908,2.685732,3.372539,-2.967841,-3.116665,2.381871,clear,5.8864,1.0517,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300233.yaml,300233,hard,13,4,17,True,7.049,0.080284,1.265958,-0.77763,4.121935,-2.829653,double_block,5.754,1.2251,2,v4_focused,train,0,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000034.yaml,34,medium,7,4,11,False,4.7725,2.986938,3.468208,2.820148,3.325023,-1.177147,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000234.yaml,234,easy,3,4,7,True,3.5839,-3.849124,0.69997,2.32611,-0.772041,1.820999,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300197.yaml,300197,hard,14,4,18,True,9.4135,-4.081192,-1.123609,0.319067,3.432856,1.620687,double_block,7.9995,1.1768,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000253.yaml,253,medium,8,4,12,True,9.9163,-3.080621,1.356425,-0.339145,4.217598,-3.799525,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000091.yaml,91,medium,5,4,9,True,5.6753,4.067316,1.553187,1.77318,-0.850424,-0.356864,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300084.yaml,300084,easy,5,4,9,True,6.0559,3.785942,-3.666887,1.765292,2.353544,0.694331,double_block,4.5904,1.3192,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000185.yaml,185,hard,8,4,12,True,8.881,-4.33732,0.709114,-1.477668,3.584258,3.011092,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000280.yaml,280,medium,3,4,7,True,4.8445,-0.408315,-1.398577,-0.772967,2.193342,-4.093392,direct_block,3.7458,1.2933,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300106.yaml,300106,medium,6,4,10,True,6.6902,2.514042,3.038998,-2.778231,-2.815989,0.907191,direct_block,5.7405,1.1654,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300093.yaml,300093,easy,5,4,9,True,5.9508,-3.615083,-0.606543,1.093115,-1.236721,3.556865,double_block,4.7948,1.2411,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300045.yaml,300045,easy,5,4,9,True,6.2684,-0.802667,3.190272,-0.627614,3.657827,0.356596,double_block,5.2845,1.1862,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000033.yaml,33,easy,4,4,8,True,5.3118,0.284279,0.238038,2.786636,4.169306,3.525242,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000105.yaml,105,easy,4,4,8,False,4.8227,2.529296,3.928811,-1.038619,-1.633697,2.334401,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300449.yaml,300449,hard,12,4,16,True,8.5027,1.44954,-2.716499,2.151127,-1.792532,2.491355,double_block,6.1346,1.386,2,v4_focused,train,6,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000289.yaml,289,medium,7,4,11,False,5.432,-2.732064,-0.496593,-0.688544,2.463349,-1.078097,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300398.yaml,300398,hard,10,4,14,True,5.6971,-2.032616,0.426662,0.79411,0.773182,4.011763,direct_block,4.5525,1.2514,1,v4_focused,train,5,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300215.yaml,300215,hard,14,4,18,False,7.0878,-2.928737,0.162575,0.322446,3.201833,2.435888,clear,6.5385,1.084,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300381.yaml,300381,easy,5,4,9,True,6.1576,0.730153,-3.818305,2.970569,-4.01403,-2.368283,double_block,4.9608,1.2413,2,v4_focused,train,0,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000066.yaml,66,easy,1,4,5,True,7.5323,-1.598115,3.602183,-0.841096,2.439107,-1.75065,direct_block,6.7046,1.1235,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300322.yaml,300322,medium,8,4,12,True,7.6535,1.445663,-1.289717,2.423425,-3.054472,3.348762,direct_block,6.4627,1.1843,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000156.yaml,156,easy,3,4,7,False,5.7827,2.090453,2.327516,2.330696,-3.027913,3.984872,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_clear_seed_000231.yaml,231,easy,1,4,5,False,4.8971,2.152959,3.578963,-2.860196,-2.28316,2.354689,clear,4.602,1.0641,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000199.yaml,199,medium,7,4,11,False,5.3359,3.016133,1.454644,0.057625,-1.662063,-0.195595,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000148.yaml,148,medium,8,4,12,False,4.392,2.569317,3.322369,-0.94446,3.135368,-0.818855,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300142.yaml,300142,medium,9,4,13,True,5.6559,-0.641799,-0.961751,-0.054293,3.912721,-0.671704,direct_block,4.5637,1.2393,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300193.yaml,300193,medium,9,4,13,True,7.9176,-3.5697,-2.118308,0.577086,1.593508,0.738195,double_block,5.9007,1.3418,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300147.yaml,300147,easy,5,4,9,False,5.4045,-2.817354,3.125505,-1.625941,-3.759766,-1.914462,clear,5.1273,1.0541,0,v4_focused,train,1,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000218.yaml,218,hard,10,4,14,True,5.2033,2.288419,0.875333,2.768021,-1.492981,3.092206,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000164.yaml,164,hard,4,4,8,True,7.0878,2.051164,4.201201,-2.357281,-2.078963,-0.089722,direct_block,5.9557,1.1901,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000275.yaml,275,hard,8,4,12,True,5.0959,1.101998,3.174025,-0.378204,1.037706,-1.241987,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300344.yaml,300344,hard,13,4,17,True,8.8833,3.755199,-0.989608,-2.725941,-3.059585,-3.894395,double_block,7.408,1.1991,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000004.yaml,4,medium,6,4,10,True,7.5518,1.924587,-0.183758,0.310401,-3.566128,-4.177591,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000282.yaml,282,easy,4,4,8,True,3.8571,1.440073,1.902614,-1.170973,3.116001,-1.069508,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300140.yaml,300140,hard,14,4,18,True,8.8914,-1.572206,4.053908,-1.788993,-3.207402,-2.23734,double_block,6.5003,1.3678,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000289.yaml,289,medium,7,4,11,False,5.432,-2.732064,-0.496593,-0.688544,2.463349,-1.078097,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000018.yaml,18,easy,1,4,5,True,5.0514,-3.206068,-0.434983,1.365269,-2.214282,3.841259,direct_block,4.3897,1.1507,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000236.yaml,236,hard,10,4,14,True,6.2708,2.020682,-3.656579,-1.240893,1.814623,2.199378,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000067.yaml,67,medium,5,4,9,True,5.5016,-0.106238,-1.931175,1.039256,3.386712,1.251051,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300067.yaml,300067,medium,7,4,11,False,5.3974,1.915596,0.264267,2.347427,-1.936107,4.013569,clear,5.3752,1.0041,0,v4_focused,train,1,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000168.yaml,168,easy,1,4,5,True,7.4022,3.341417,1.436198,2.859752,-3.283133,3.254126,direct_block,6.8695,1.0775,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300395.yaml,300395,hard,13,4,17,False,5.7369,-0.191125,-4.149846,0.866327,3.814345,-0.012161,clear,5.7588,0.9962,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300021.yaml,300021,easy,3,4,7,True,6.0147,-2.358139,2.013838,-1.401202,-1.920463,-3.095607,double_block,5.1282,1.1729,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000060.yaml,60,easy,3,4,7,True,6.8729,-3.00901,-2.352035,2.986363,-0.143489,3.351789,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000134.yaml,134,hard,11,4,15,True,4.9965,-3.24732,1.351018,-1.735316,-0.121459,4.068363,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000010.yaml,10,medium,5,4,9,True,6.409,0.679394,-2.556945,0.964296,2.725895,2.815223,,,,,v2,train,0,0.40
